target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,787c85a205e13b242012,1,0,0,0.9075754880905151,True,True,False,4.898979663848877,32,192,19,60,303,5,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,272c38b1ecd099be7890,1,0,0,0.09720885753631592,True,True,False,4.898979663848877,32,160,18,50,260,4,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,6af56a8b2e15acc1e086,1,0,1,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,39c00d7f6c47885c6fc2,1,0,0,0.10439832508563995,True,True,False,4.898979663848877,32,96,18,30,176,2,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,0acc109e58c1c7823ce7,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,402e2e33d278085f817f,1,0,0,0.8879337310791016,True,True,False,4.898979663848877,32,64,15,20,131,1,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,07d4d260e30d7cf5b71f,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,df16a30c67111933fccc,1,1,1,3.437151463003829e-05,True,True,False,4.898979663848877,32,256,14,90,392,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,ae1704e8283a10912765,1,0,0,1.3018380403518677,True,True,False,4.898979663848877,32,32,10,10,84,0,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,b95d8aa7591c7887c05c,1,0,0,0.029296312481164932,True,True,False,4.898979663848877,32,256,10,90,388,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,5584930e99aa4007d628,1,0,0,0.32894617319107056,True,True,False,4.898979663848877,32,256,30,90,408,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,a5b1091e7ec67f7a06ed,1,0,0,0.10373631119728088,True,True,False,4.898979663848877,32,192,28,60,312,5,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,e4890079e5df86b99388,1,0,0,0.5782181024551392,True,True,False,4.898979663848877,32,128,17,40,217,3,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,bd6c7e8fd4e7879e23df,1,0,0,1.3684436082839966,True,True,False,4.898979663848877,32,32,10,10,84,0,False,geometric_step_search_failed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,bacc1c25b75ae0e1b780,1,0,0,1.1033260822296143,True,True,False,4.898979663848877,32,256,14,90,392,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,aaff47c50ec280d97eda,1,1,1,6.036465129000135e-05,True,True,False,4.898979663848877,32,256,19,90,397,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,83a947285ea3ca8494da,1,0,0,0.3549436926841736,True,True,False,4.898979663848877,32,256,15,90,393,8,False,iterations_completed
PETS_CREDIT_high_eff_su2_r5_d6_b04__none,dynanoise,attack_calibration,46dbe6ca2f4531385a05,1,1,1,3.0719530030864917e-08,True,True,False,4.898979663848877,32,256,20,90,398,8,False,iterations_completed
