target_id,defense,partition,record_id,membership,true_label,original_prediction,boundary_distance,initially_correct,adversarial_initialization_found,search_censored,cap_distance,initialization_queries,gradient_queries,step_queries,projection_queries,boundary_queries,iterations_completed,query_budget_exhausted,stopping_reason
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,f3ca91dd8e5aba8d83d9,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,bacc1c25b75ae0e1b780,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,22730a71b34176a3ba37,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,4e545ca4791d65f44351,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,5d21e75cb6066696e6e2,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,ae429a6a1d645aacb94e,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,e4890079e5df86b99388,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,0ffd3e39286157b02ad4,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,192395141a760795b97a,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,4b85b1f42c0154e0d47c,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,f97851146238bb9a3754,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,f0c1637eb1fa5204c581,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,88b1c0733571d25bdfa5,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,c490de3382c28742eeb6,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,c05d34fbff8b3f10a857,1,0,0,4.898979663848877,True,False,True,4.898979663848877,128,0,0,0,128,0,False,no_adversarial_initialization_within_budget
PETS_CREDIT_low_eff_su2_r1_d6_b01__dp_qml,none,attack_calibration,25282b20e9c64236ec4d,1,1,0,0.0,False,False,False,4.898979663848877,0,0,0,0,0,0,False,initially_misclassified
